[713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 714, 714, 714, 714, 714, 715, 715, 715, 715, 715, 715, 715, 715, 715, 715, 715, 715, 715, 715, 715, 715, 716, 716, 716, 716, 716, 716, 716, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 720, 720, 720, 720, 720, 720, 719, 719, 719, 719, 720, 720, 720, 720, 720, 719, 720, 720, 720, 720, 720, 720, 720, 719, 719, 719, 719, 719, 719, 719, 718, 718, 718, 718, 718, 718, 718, 718, 717, 717, 717, 717, 717, 717, 717, 717, 716, 716, 716, 715, 715, 715, 715, 714, 714, 714, 714, 714;
 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 714, 714, 715, 715, 716, 716, 716, 716, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 718, 718, 718, 718, 717, 717, 718, 718, 718, 718, 718, 718, 718, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 721, 721, 721, 721, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 719, 719, 719, 719, 719, 719, 719, 718, 718, 718, 718, 718, 717, 717, 717, 717, 717, 717, 716, 716, 716, 716, 717, 717, 717, 717, 716, 716, 716, 715, 715, 715, 715, 715, 715, 715, 714;
 713, 713, 713, 713, 713, 713, 713, 714, 714, 714, 714, 715, 716, 717, 717, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 721, 721, 721, 721, 721, 720, 721, 721, 721, 720, 721, 721, 721, 721, 720, 720, 720, 720, 721, 721, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 718, 718, 718, 718, 718, 718, 718, 717, 717, 717, 717, 717, 716, 716, 716, 716, 716, 715, 715, 715, 715, 716, 717, 717, 717, 717, 717, 717, 716, 716, 716, 715, 715, 715, 715, 715, 715;
 713, 713, 713, 713, 713, 713, 714, 714, 714, 714, 715, 716, 717, 718, 718, 718, 718, 718, 718, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 720, 719, 720, 720, 720, 720, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 718, 719, 719, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 717, 717, 717, 717, 717, 717, 717, 717, 716, 716, 716, 716, 715, 715, 715, 715, 715, 715, 714, 714, 714, 714, 715, 716, 717, 718, 718, 717, 717, 717, 716, 716, 716, 716, 716, 716, 716, 715;
 713, 713, 713, 713, 713, 714, 714, 714, 714, 715, 715, 716, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 719, 718, 719, 719, 719, 719, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 717, 717, 717, 717, 717, 717, 717, 716, 716, 716, 716, 716, 716, 716, 716, 716, 715, 715, 715, 715, 715, 715, 715, 715, 715, 715, 714, 714, 714, 714, 714, 714, 713, 713, 713, 713, 714, 715, 716, 717, 718, 718, 717, 717, 717, 716, 716, 716, 716, 716, 716, 716, 715;
 713, 713, 713, 713, 714, 714, 714, 714, 715, 715, 716, 717, 718, 718, 718, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 716, 716, 717, 717, 717, 717, 717, 717, 717, 717, 717, 717, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 718, 717, 717, 718, 718, 717, 717, 717, 717, 717, 718, 718, 718, 717, 717, 717, 717, 717, 717, 717, 717, 717, 716, 716, 716, 716, 716, 715, 715, 715, 715, 715, 715, 714, 714, 714, 714, 714, 714, 714, 714, 714, 713, 713, 713, 713, 713, 713, 713, 714, 714, 714, 713, 713, 713, 713, 712, 712, 711, 711, 711, 712, 713, 714, 715, 716, 717, 718, 717, 717, 717, 716, 716, 716, 716, 716, 716, 715, 715;
 713, 713, 713, 714, 714, 714, 715, 715, 715, 715, 716, 717, 718, 717, 716, 715, 715, 715, 715, 715, 715, 715, 715, 715, 715, 715, 715, 716, 716, 716, 716, 716, 715, 715, 715, 715, 715, 715, 715, 716, 716, 716, 716, 716, 716, 716, 716, 716, 716, 716, 716, 716, 716, 717, 717, 717, 717, 717, 716, 716, 716, 716, 716, 716, 716, 716, 715, 715, 716, 716, 716, 716, 716, 716, 716, 715, 715, 715, 715, 715, 715, 715, 715, 714, 714, 714, 714, 713, 713, 713, 713, 713, 713, 712, 712, 712, 712, 712, 712, 711, 711, 711, 711, 711, 711, 711, 711, 711, 712, 712, 712, 712, 711, 711, 711, 710, 710, 709, 709, 709, 710, 711, 712, 713, 715, 716, 717, 717, 717, 717, 716, 716, 716, 716, 716, 716, 715, 715;
 713, 713, 713, 714, 714, 714, 715, 715, 715, 716, 717, 718, 717, 716, 714, 713, 713, 713, 713, 713, 713, 713, 713, 713, 713, 714, 714, 714, 714, 714, 714, 713, 713, 713, 713, 713, 713, 713, 714, 715, 715, 715, 715, 715, 715, 714, 714, 714, 714, 715, 715, 715, 715, 715, 715, 715, 715, 715, 715, 715, 714, 714, 714, 714, 714, 714, 714, 713, 713, 714, 714, 714, 714, 714, 714, 714, 713, 713, 713, 713, 713, 713, 713, 712, 712, 712, 712, 712, 712, 711, 711, 711, 711, 711, 710, 710, 710, 710, 709, 709, 709, 709, 709, 709, 709, 709, 709, 709, 709, 709, 709, 709, 708, 708, 708, 707, 707, 707, 707, 707, 707, 708, 709, 710, 712, 715, 716, 717, 717, 717, 716, 716, 716, 716, 716, 716, 716, 715;
 713, 713, 713, 714, 714, 714, 715, 715, 715, 716, 718, 718, 717, 714, 712, 711, 710, 711, 711, 711, 711, 711, 711, 712, 712, 712, 712, 712, 712, 712, 712, 712, 711, 711, 711, 711, 712, 712, 713, 713, 713, 713, 713, 713, 713, 712, 712, 712, 712, 713, 713, 713, 712, 712, 713, 713, 713, 713, 713, 713, 713, 713, 712, 712, 712, 712, 712, 711, 711, 711, 712, 712, 712, 712, 712, 712, 711, 711, 711, 711, 711, 711, 710, 710, 710, 710, 710, 710, 710, 709, 709, 709, 709, 709, 708, 708, 708, 708, 708, 707, 707, 707, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 705, 705, 704, 704, 704, 704, 704, 704, 704, 705, 706, 707, 709, 712, 715, 717, 717, 717, 716, 716, 716, 716, 716, 716, 716, 715;
 713, 713, 714, 714, 714, 715, 715, 715, 715, 717, 718, 719, 717, 713, 710, 709, 709, 709, 710, 710, 710, 710, 710, 711, 711, 711, 711, 711, 711, 711, 711, 711, 710, 710, 710, 710, 711, 711, 711, 712, 712, 712, 711, 711, 711, 711, 711, 711, 711, 711, 711, 710, 710, 710, 710, 710, 710, 710, 710, 711, 711, 711, 710, 710, 710, 710, 710, 710, 710, 710, 710, 710, 710, 710, 710, 710, 709, 709, 709, 709, 709, 709, 708, 708, 708, 708, 708, 708, 708, 708, 708, 708, 707, 707, 706, 706, 706, 706, 706, 705, 705, 705, 704, 704, 703, 703, 703, 703, 703, 703, 703, 703, 702, 701, 701, 701, 701, 701, 701, 701, 701, 702, 702, 704, 706, 709, 713, 716, 717, 717, 716, 716, 716, 716, 716, 715, 715, 715;
 714, 714, 714, 714, 714, 715, 715, 715, 716, 718, 720, 720, 716, 712, 709, 708, 708, 709, 709, 710, 710, 710, 710, 710, 710, 710, 710, 710, 710, 710, 710, 710, 710, 709, 709, 709, 710, 710, 710, 710, 710, 710, 710, 710, 710, 709, 709, 709, 709, 709, 709, 708, 708, 708, 708, 708, 708, 708, 708, 709, 709, 709, 708, 708, 708, 708, 708, 708, 708, 708, 708, 708, 708, 708, 708, 708, 707, 707, 707, 707, 707, 707, 707, 706, 706, 706, 706, 706, 706, 706, 706, 706, 705, 705, 705, 705, 705, 705, 704, 703, 703, 703, 702, 702, 701, 701, 701, 701, 700, 700, 700, 700, 700, 699, 698, 698, 698, 698, 698, 698, 699, 699, 700, 700, 702, 705, 710, 714, 716, 717, 717, 716, 716, 716, 716, 715, 715, 715;
 714, 714, 714, 715, 715, 715, 715, 716, 717, 719, 721, 720, 716, 712, 709, 708, 708, 709, 709, 709, 709, 709, 709, 709, 709, 708, 708, 708, 709, 709, 709, 709, 709, 709, 709, 709, 709, 709, 709, 709, 709, 709, 709, 709, 709, 708, 708, 708, 708, 707, 707, 706, 706, 706, 706, 706, 706, 706, 707, 707, 707, 707, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 705, 705, 705, 705, 705, 704, 704, 704, 704, 704, 704, 704, 704, 704, 704, 703, 703, 703, 703, 703, 703, 702, 702, 702, 701, 701, 700, 700, 699, 699, 699, 699, 698, 698, 698, 697, 697, 696, 696, 696, 696, 696, 696, 696, 697, 697, 698, 699, 702, 707, 712, 715, 716, 717, 717, 716, 716, 716, 715, 715, 715;
 714, 714, 715, 715, 715, 715, 716, 716, 718, 720, 722, 720, 715, 711, 709, 708, 708, 708, 708, 708, 708, 707, 707, 707, 707, 706, 706, 706, 707, 707, 707, 707, 707, 708, 708, 708, 708, 708, 708, 708, 708, 708, 707, 707, 707, 707, 706, 706, 705, 705, 704, 704, 704, 703, 703, 703, 704, 704, 705, 705, 705, 705, 704, 704, 704, 704, 704, 704, 704, 704, 704, 704, 704, 704, 704, 704, 703, 703, 703, 703, 703, 702, 702, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 700, 700, 700, 699, 699, 698, 698, 697, 697, 697, 697, 696, 696, 696, 695, 695, 694, 694, 694, 694, 694, 694, 694, 695, 695, 695, 696, 699, 703, 709, 713, 716, 717, 717, 716, 716, 716, 716, 716, 716;
 714, 714, 715, 715, 715, 715, 716, 717, 719, 721, 722, 719, 713, 709, 708, 707, 707, 707, 707, 706, 706, 706, 705, 705, 705, 705, 705, 705, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 705, 705, 705, 705, 704, 703, 702, 702, 701, 701, 701, 701, 701, 701, 702, 702, 703, 703, 703, 702, 702, 702, 702, 702, 702, 702, 702, 702, 702, 702, 702, 702, 701, 701, 701, 700, 700, 700, 700, 699, 699, 699, 698, 698, 698, 698, 698, 698, 698, 698, 698, 699, 699, 699, 698, 698, 698, 698, 698, 697, 696, 696, 695, 695, 695, 695, 694, 694, 694, 694, 693, 693, 692, 692, 692, 692, 692, 692, 692, 692, 692, 692, 693, 695, 699, 705, 711, 715, 717, 717, 716, 716, 716, 716, 716, 716;
 714, 714, 714, 715, 715, 715, 716, 717, 720, 723, 722, 716, 710, 707, 706, 706, 706, 705, 705, 705, 705, 705, 704, 704, 704, 704, 705, 705, 705, 705, 704, 704, 704, 704, 704, 704, 704, 704, 704, 704, 704, 704, 703, 703, 702, 702, 701, 700, 699, 699, 698, 698, 698, 698, 698, 699, 699, 699, 700, 700, 700, 700, 700, 700, 700, 699, 699, 699, 699, 699, 699, 699, 699, 699, 698, 698, 697, 697, 697, 697, 697, 696, 696, 696, 695, 695, 695, 695, 695, 694, 694, 695, 695, 696, 696, 695, 695, 694, 694, 694, 694, 694, 693, 693, 692, 692, 692, 692, 691, 691, 691, 691, 691, 690, 690, 690, 690, 690, 689, 689, 689, 689, 689, 689, 689, 690, 694, 700, 708, 713, 716, 717, 717, 717, 717, 717, 717, 716;
 714, 714, 714, 714, 715, 715, 716, 718, 721, 724, 721, 714, 707, 704, 703, 703, 703, 703, 703, 703, 704, 704, 704, 704, 704, 704, 704, 704, 703, 703, 703, 703, 703, 703, 702, 702, 702, 702, 702, 702, 702, 701, 700, 700, 699, 698, 698, 697, 696, 696, 696, 696, 696, 696, 696, 696, 696, 696, 696, 697, 697, 697, 697, 697, 697, 696, 696, 696, 696, 696, 696, 695, 695, 695, 695, 694, 694, 694, 694, 694, 693, 693, 693, 692, 692, 692, 692, 692, 692, 691, 691, 692, 692, 692, 692, 691, 691, 690, 690, 690, 690, 690, 690, 689, 688, 688, 688, 688, 688, 688, 688, 688, 688, 688, 687, 687, 687, 687, 687, 686, 686, 686, 686, 685, 685, 686, 689, 694, 703, 710, 715, 716, 717, 717, 717, 717, 717, 716;
