[705, 705, 705, 704, 703, 703, 704, 704, 703, 704, 705, 705, 705, 705, 706, 706, 705, 705, 705, 706, 707, 711, 712, 711, 710, 708, 708, 709, 710, 711, 708, 705, 704, 705, 706, 706, 705, 706, 706, 706, 704, 703, 704, 706, 710, 712, 711, 710, 708, 709, 710, 712, 713, 711, 708, 705, 704, 705, 706, 706, 705, 706, 707, 707, 705, 705, 705, 707, 708, 708, 707, 705, 705, 706, 707, 707, 706, 708, 707, 705, 703, 703, 705, 706, 706, 708, 709, 711, 710, 709, 709, 708, 709, 707, 707, 706, 706, 707, 708, 708, 707, 707, 707, 709, 710, 710, 710, 709, 709, 709, 710, 711, 711, 710, 710, 710, 710, 710, 710, 711, 711, 711, 711, 711, 712, 713, 712, 711, 711, 712;
 705, 704, 705, 705, 704, 703, 703, 704, 703, 704, 705, 705, 705, 705, 706, 706, 705, 705, 705, 706, 707, 710, 709, 707, 706, 704, 706, 706, 708, 709, 708, 704, 703, 704, 706, 704, 704, 704, 706, 705, 705, 702, 703, 705, 711, 711, 710, 709, 710, 711, 713, 713, 715, 713, 707, 704, 702, 704, 705, 706, 706, 706, 707, 706, 706, 706, 707, 708, 712, 711, 710, 707, 708, 709, 709, 707, 708, 708, 708, 705, 704, 703, 706, 705, 705, 706, 709, 710, 709, 708, 709, 708, 710, 706, 707, 707, 708, 708, 708, 706, 706, 706, 708, 707, 707, 706, 708, 708, 709, 707, 708, 708, 708, 707, 707, 708, 708, 707, 708, 708, 708, 708, 709, 709, 709, 709, 709, 707, 708, 708;
 705, 705, 704, 705, 704, 704, 704, 703, 703, 704, 705, 705, 704, 705, 705, 705, 704, 704, 704, 705, 706, 709, 708, 707, 707, 707, 708, 708, 708, 708, 706, 703, 702, 704, 706, 706, 705, 705, 706, 705, 705, 703, 704, 705, 709, 708, 707, 707, 708, 709, 710, 710, 711, 711, 706, 705, 704, 705, 705, 706, 706, 707, 706, 705, 705, 704, 707, 707, 710, 709, 708, 708, 709, 708, 708, 708, 710, 709, 707, 706, 705, 705, 706, 705, 705, 706, 707, 708, 708, 708, 708, 708, 710, 710, 712, 713, 713, 713, 714, 712, 712, 710, 709, 708, 707, 707, 707, 707, 708, 707, 707, 706, 707, 707, 708, 711, 710, 710, 710, 711, 712, 712, 712, 711, 709, 708, 707, 707, 708, 710;
 704, 704, 704, 705, 705, 705, 704, 703, 704, 705, 705, 705, 704, 705, 705, 706, 705, 704, 704, 705, 707, 709, 708, 707, 707, 707, 709, 708, 708, 707, 705, 703, 704, 705, 705, 704, 705, 705, 706, 706, 705, 705, 705, 706, 708, 707, 706, 706, 707, 708, 709, 707, 709, 711, 707, 706, 705, 705, 705, 706, 707, 706, 705, 703, 704, 703, 705, 704, 709, 707, 706, 706, 707, 706, 706, 705, 709, 708, 707, 706, 706, 705, 705, 704, 705, 705, 707, 707, 706, 706, 706, 706, 706, 708, 709, 709, 709, 709, 711, 710, 711, 707, 707, 707, 708, 707, 706, 705, 706, 705, 706, 705, 707, 708, 712, 713, 713, 712, 712, 712, 714, 714, 714, 714, 710, 708, 706, 706, 707, 708;
 704, 704, 703, 703, 703, 704, 704, 704, 704, 704, 704, 703, 703, 704, 704, 705, 704, 704, 703, 704, 706, 710, 708, 707, 708, 708, 709, 708, 707, 707, 705, 704, 704, 706, 706, 706, 705, 705, 705, 705, 704, 704, 704, 707, 706, 708, 706, 706, 706, 708, 708, 707, 709, 711, 709, 708, 707, 706, 705, 706, 706, 705, 704, 703, 703, 701, 703, 703, 707, 706, 705, 705, 704, 705, 706, 708, 710, 709, 706, 706, 705, 705, 704, 704, 704, 706, 706, 707, 705, 706, 705, 707, 707, 708, 708, 707, 708, 708, 708, 709, 710, 707, 708, 708, 708, 707, 707, 706, 705, 705, 706, 705, 707, 708, 712, 712, 708, 709, 709, 710, 709, 711, 709, 710, 707, 707, 706, 707, 707, 709;
 705, 703, 701, 702, 703, 704, 704, 704, 703, 703, 703, 704, 704, 706, 705, 706, 704, 703, 703, 704, 707, 711, 708, 705, 707, 706, 707, 705, 706, 707, 706, 704, 704, 705, 705, 705, 704, 703, 704, 704, 703, 704, 704, 707, 708, 709, 706, 706, 706, 706, 706, 705, 708, 709, 708, 707, 706, 706, 704, 704, 704, 704, 705, 704, 705, 703, 704, 705, 707, 705, 704, 705, 704, 705, 706, 708, 710, 708, 705, 705, 705, 705, 705, 706, 705, 704, 704, 706, 706, 706, 705, 707, 710, 710, 710, 707, 705, 706, 707, 707, 708, 705, 706, 706, 707, 706, 706, 706, 706, 705, 705, 706, 707, 708, 711, 712, 710, 709, 707, 707, 707, 709, 708, 708, 707, 707, 707, 707, 707, 707;
 706, 704, 702, 702, 703, 704, 704, 704, 703, 702, 702, 703, 704, 705, 705, 704, 703, 702, 701, 701, 703, 708, 708, 706, 708, 708, 707, 706, 705, 708, 708, 707, 705, 705, 705, 706, 704, 704, 704, 705, 705, 704, 705, 707, 710, 709, 706, 706, 705, 705, 705, 705, 706, 708, 707, 706, 705, 706, 704, 705, 705, 705, 705, 705, 705, 704, 703, 705, 707, 706, 705, 704, 703, 705, 706, 709, 709, 707, 705, 705, 704, 706, 707, 708, 705, 704, 703, 705, 706, 706, 706, 708, 709, 709, 709, 708, 706, 707, 707, 707, 707, 706, 707, 706, 707, 707, 707, 708, 707, 707, 706, 707, 708, 708, 710, 711, 710, 710, 709, 709, 708, 709, 707, 708, 705, 706, 706, 708, 708, 709;
 706, 704, 702, 703, 705, 706, 705, 703, 702, 702, 702, 703, 703, 705, 705, 704, 704, 702, 702, 702, 704, 708, 708, 706, 707, 706, 706, 705, 705, 707, 706, 706, 705, 704, 703, 703, 704, 703, 703, 703, 704, 704, 707, 708, 710, 707, 705, 705, 705, 705, 705, 704, 705, 707, 707, 706, 705, 705, 704, 704, 705, 705, 705, 705, 704, 703, 703, 705, 708, 707, 706, 705, 704, 705, 707, 708, 707, 705, 705, 705, 705, 706, 707, 707, 705, 703, 704, 705, 706, 706, 706, 708, 707, 707, 709, 708, 707, 707, 707, 706, 706, 703, 704, 705, 707, 707, 707, 707, 706, 705, 705, 705, 707, 708, 710, 712, 711, 709, 707, 706, 707, 707, 706, 707, 705, 705, 706, 708, 708, 708;
 704, 704, 703, 703, 704, 704, 703, 702, 702, 703, 702, 703, 702, 703, 703, 702, 701, 700, 700, 701, 704, 709, 709, 708, 709, 709, 709, 709, 707, 707, 706, 706, 706, 705, 703, 702, 703, 703, 703, 704, 705, 704, 705, 707, 708, 706, 706, 706, 705, 705, 705, 704, 704, 707, 706, 704, 705, 705, 705, 705, 705, 705, 704, 704, 702, 703, 703, 706, 708, 707, 705, 704, 704, 706, 707, 707, 706, 705, 704, 705, 705, 706, 705, 705, 704, 704, 704, 706, 704, 705, 704, 708, 706, 706, 707, 708, 707, 708, 707, 706, 706, 704, 705, 705, 706, 707, 707, 706, 705, 704, 705, 706, 707, 708, 709, 711, 709, 709, 707, 708, 707, 708, 707, 708, 705, 706, 706, 708, 708, 709;
 704, 704, 703, 703, 704, 704, 704, 703, 703, 703, 703, 704, 703, 704, 703, 702, 702, 700, 701, 703, 706, 707, 706, 706, 706, 704, 705, 705, 707, 706, 705, 704, 704, 703, 703, 702, 702, 701, 701, 702, 703, 702, 703, 704, 708, 707, 708, 708, 709, 709, 710, 708, 709, 708, 705, 702, 703, 704, 704, 704, 703, 703, 703, 704, 704, 704, 705, 706, 708, 708, 707, 706, 706, 707, 707, 707, 708, 704, 704, 704, 705, 706, 706, 705, 704, 704, 704, 704, 705, 705, 705, 707, 708, 707, 707, 707, 707, 708, 708, 707, 707, 704, 705, 705, 706, 706, 706, 705, 705, 704, 705, 705, 705, 706, 707, 708, 706, 705, 706, 706, 705, 705, 706, 707, 706, 705, 705, 706, 707, 708;
 703, 702, 703, 703, 703, 703, 702, 703, 703, 705, 705, 706, 704, 704, 703, 702, 701, 700, 702, 704, 704, 703, 703, 702, 703, 702, 703, 703, 704, 705, 706, 705, 705, 705, 705, 705, 703, 702, 702, 704, 704, 703, 703, 702, 705, 704, 705, 705, 706, 707, 709, 709, 708, 704, 701, 700, 702, 703, 703, 704, 704, 704, 702, 703, 704, 705, 705, 706, 708, 708, 706, 707, 707, 708, 709, 710, 710, 706, 703, 703, 704, 706, 704, 704, 703, 703, 702, 704, 704, 706, 707, 708, 709, 709, 710, 710, 710, 711, 711, 710, 709, 705, 705, 704, 706, 706, 706, 705, 705, 705, 705, 705, 704, 705, 706, 709, 707, 707, 708, 708, 707, 707, 707, 708, 706, 706, 706, 706, 707, 708;
 702, 702, 704, 704, 704, 702, 702, 703, 706, 708, 708, 707, 707, 706, 708, 708, 708, 707, 706, 705, 703, 702, 702, 701, 701, 702, 702, 702, 703, 705, 706, 705, 705, 705, 705, 706, 704, 703, 702, 703, 704, 704, 704, 701, 703, 701, 703, 703, 704, 705, 705, 705, 704, 702, 701, 701, 703, 704, 704, 705, 705, 704, 704, 704, 705, 705, 704, 703, 703, 703, 704, 704, 704, 704, 705, 706, 707, 704, 702, 703, 704, 706, 706, 705, 703, 703, 703, 704, 705, 706, 707, 707, 707, 706, 708, 710, 711, 710, 709, 709, 709, 705, 704, 704, 705, 705, 705, 704, 704, 703, 703, 702, 703, 705, 709, 713, 711, 710, 710, 709, 708, 708, 709, 710, 707, 706, 706, 706, 706, 708;
 702, 702, 703, 703, 703, 702, 702, 703, 704, 706, 706, 706, 705, 705, 706, 708, 707, 708, 705, 703, 703, 703, 702, 701, 700, 702, 702, 703, 703, 703, 704, 704, 707, 707, 706, 707, 706, 707, 705, 706, 708, 710, 708, 702, 701, 699, 701, 701, 701, 702, 703, 703, 703, 702, 701, 703, 707, 709, 708, 709, 709, 706, 705, 703, 705, 705, 704, 703, 703, 703, 704, 703, 703, 703, 704, 705, 705, 703, 702, 705, 706, 708, 706, 707, 705, 706, 705, 706, 705, 705, 705, 705, 706, 705, 705, 706, 706, 706, 704, 705, 705, 703, 704, 705, 706, 706, 706, 706, 705, 704, 704, 704, 705, 707, 710, 709, 707, 708, 707, 708, 706, 708, 708, 709, 706, 707, 707, 707, 707, 708;
 702, 702, 702, 703, 703, 702, 702, 703, 706, 705, 704, 703, 705, 705, 706, 706, 706, 708, 704, 703, 703, 703, 703, 702, 702, 703, 703, 704, 704, 703, 703, 703, 706, 704, 704, 703, 704, 703, 704, 704, 706, 707, 706, 703, 702, 700, 701, 701, 701, 701, 701, 702, 703, 703, 703, 705, 709, 709, 709, 709, 709, 707, 707, 706, 707, 706, 704, 703, 703, 703, 703, 703, 703, 702, 702, 703, 703, 703, 702, 707, 710, 709, 710, 710, 709, 708, 708, 708, 707, 704, 705, 704, 704, 703, 703, 704, 703, 702, 703, 704, 705, 703, 706, 708, 707, 705, 706, 706, 706, 705, 705, 705, 707, 707, 708, 706, 705, 705, 705, 706, 704, 705, 705, 706, 705, 706, 706, 706, 706, 708;
 703, 703, 703, 704, 703, 703, 703, 704, 705, 705, 703, 703, 703, 704, 703, 703, 704, 707, 704, 703, 702, 702, 702, 703, 702, 703, 703, 704, 704, 702, 703, 703, 705, 703, 703, 703, 705, 705, 705, 705, 706, 708, 705, 704, 703, 703, 703, 702, 701, 702, 702, 704, 704, 704, 704, 704, 707, 706, 707, 707, 707, 706, 705, 705, 706, 707, 705, 704, 703, 703, 703, 703, 704, 703, 703, 703, 702, 703, 701, 705, 706, 706, 708, 708, 709, 708, 706, 707, 708, 706, 706, 705, 704, 702, 702, 702, 702, 702, 703, 704, 705, 704, 706, 710, 709, 710, 709, 710, 710, 711, 710, 709, 709, 707, 706, 704, 703, 702, 704, 705, 704, 705, 705, 706, 706, 706, 706, 706, 706, 707;
 705, 704, 704, 704, 703, 702, 702, 703, 705, 705, 704, 702, 703, 704, 703, 702, 702, 706, 704, 703, 701, 701, 702, 702, 703, 703, 704, 703, 703, 702, 703, 703, 705, 704, 705, 704, 703, 703, 703, 703, 704, 706, 704, 704, 704, 704, 704, 703, 703, 703, 702, 702, 703, 704, 705, 706, 705, 704, 705, 705, 705, 704, 704, 705, 706, 706, 704, 703, 702, 702, 703, 703, 704, 703, 703, 702, 702, 703, 704, 705, 705, 704, 706, 705, 704, 704, 704, 705, 706, 706, 706, 704, 703, 701, 702, 703, 703, 702, 704, 705, 706, 706, 706, 706, 703, 705, 705, 704, 705, 705, 707, 706, 706, 705, 705, 703, 703, 702, 704, 705, 705, 705, 706, 707, 707, 706, 706, 706, 707, 708;
 704, 704, 704, 703, 702, 701, 702, 704, 705, 704, 703, 703, 701, 703, 702, 702, 702, 705, 702, 702, 701, 701, 702, 702, 703, 703, 705, 704, 702, 701, 702, 703, 704, 704, 705, 705, 703, 703, 702, 703, 705, 706, 704, 704, 704, 706, 705, 705, 704, 704, 702, 702, 703, 705, 705, 706, 705, 705, 705, 704, 703, 704, 703, 705, 707, 707, 704, 703, 702, 703, 703, 703, 703, 703, 702, 702, 701, 703, 704, 706, 706, 707, 707, 705, 703, 704, 704, 706, 706, 705, 705, 704, 703, 703, 703, 704, 705, 705, 704, 704, 705, 705, 705, 705, 703, 704, 703, 704, 705, 706, 707, 706, 706, 706, 704, 703, 703, 704, 704, 704, 706, 706, 707, 707, 707, 706, 706, 706, 708, 708;
 705, 703, 702, 701, 701, 700, 702, 703, 706, 704, 703, 703, 702, 703, 703, 703, 702, 704, 701, 700, 701, 702, 703, 702, 702, 703, 704, 702, 701, 699, 701, 702, 704, 703, 704, 704, 702, 702, 702, 703, 704, 705, 703, 703, 703, 704, 704, 704, 705, 704, 703, 702, 703, 704, 706, 706, 707, 708, 707, 704, 702, 702, 702, 704, 706, 706, 704, 704, 703, 703, 703, 703, 703, 702, 701, 701, 701, 702, 704, 707, 706, 706, 705, 704, 703, 703, 705, 707, 707, 705, 706, 704, 704, 703, 704, 704, 705, 705, 705, 704, 705, 704, 705, 704, 702, 703, 704, 704, 705, 703, 704, 704, 704, 704, 703, 703, 704, 704, 704, 704, 705, 706, 706, 706, 706, 705, 706, 705, 707, 706;
 704, 702, 701, 701, 701, 699, 700, 701, 705, 706, 704, 703, 702, 704, 703, 704, 702, 704, 700, 700, 700, 702, 703, 702, 702, 702, 703, 703, 701, 700, 700, 702, 704, 702, 702, 702, 702, 703, 703, 705, 704, 705, 703, 704, 703, 704, 703, 703, 704, 704, 703, 703, 703, 704, 705, 706, 708, 709, 707, 705, 702, 703, 702, 705, 706, 706, 704, 704, 704, 704, 704, 703, 701, 701, 701, 702, 701, 702, 702, 707, 706, 706, 705, 705, 704, 705, 706, 707, 708, 707, 706, 704, 703, 704, 703, 705, 704, 705, 705, 704, 703, 703, 705, 706, 705, 705, 705, 705, 705, 703, 702, 703, 704, 703, 702, 703, 704, 705, 703, 704, 704, 705, 706, 705, 705, 704, 706, 706, 706, 707;
