[723, 723, 725, 725, 725, 724, 724, 724, 725, 725, 725, 724, 725, 725, 725, 724, 724, 724, 725, 725, 725, 724, 724, 724, 723, 723, 724, 725, 726, 726, 726, 725, 725, 725, 726, 726, 725, 725, 725, 725, 725, 724, 725, 725, 726, 726, 726, 725, 725, 725, 725, 725, 725, 725, 726, 726, 727, 726, 725, 725, 725, 726, 727, 727, 727, 726, 726, 725, 725, 725, 725, 725, 725, 725, 726, 725, 725, 726, 727, 727, 727, 726, 726, 726, 725, 725, 726, 726, 727, 726, 725, 725, 726, 727, 727, 727, 727, 727, 726, 727, 727, 727, 727, 727, 727, 727, 727, 727, 726, 726, 727, 726, 726, 726, 725, 725, 726, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 726, 726, 725, 725;
 723, 724, 725, 725, 725, 724, 724, 724, 725, 725, 724, 724, 725, 725, 725, 724, 723, 724, 724, 725, 724, 724, 725, 724, 723, 723, 724, 725, 725, 726, 725, 725, 725, 725, 726, 726, 725, 725, 725, 725, 725, 724, 725, 725, 726, 726, 726, 725, 725, 725, 725, 725, 725, 726, 726, 726, 727, 727, 726, 725, 725, 726, 727, 727, 727, 726, 726, 725, 725, 725, 725, 725, 725, 725, 725, 725, 726, 726, 727, 727, 726, 726, 726, 726, 726, 726, 726, 727, 727, 726, 725, 725, 726, 727, 727, 727, 727, 727, 726, 727, 727, 727, 727, 727, 727, 727, 727, 727, 726, 726, 726, 726, 726, 726, 725, 726, 726, 727, 727, 727, 727, 727, 728, 727, 727, 727, 727, 727, 727, 727, 727, 727, 726, 726, 725;
 723, 723, 724, 725, 725, 724, 723, 723, 724, 724, 724, 724, 725, 725, 725, 724, 724, 724, 724, 724, 724, 725, 725, 724, 724, 724, 724, 725, 725, 724, 724, 724, 724, 725, 726, 725, 725, 724, 724, 724, 724, 725, 725, 726, 726, 726, 725, 724, 724, 725, 725, 725, 725, 726, 726, 727, 727, 727, 727, 726, 726, 726, 727, 727, 726, 725, 725, 725, 725, 726, 726, 726, 725, 725, 725, 725, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 727, 727, 727, 726, 725, 725, 726, 727, 727, 726, 727, 726, 727, 727, 727, 727, 727, 727, 726, 727, 727, 727, 727, 726, 726, 726, 726, 726, 726, 726, 727, 727, 727, 727, 727, 727, 728, 727, 727, 727, 728, 728, 728, 727, 728, 727, 727, 726, 725;
 723, 723, 723, 724, 724, 724, 723, 723, 723, 723, 723, 724, 725, 725, 725, 724, 724, 724, 725, 725, 725, 725, 725, 725, 724, 724, 725, 725, 724, 723, 723, 724, 724, 725, 725, 725, 724, 724, 724, 724, 725, 725, 725, 726, 726, 726, 725, 725, 724, 725, 725, 726, 726, 726, 726, 727, 727, 727, 727, 727, 727, 727, 727, 726, 725, 725, 724, 725, 726, 727, 727, 726, 726, 725, 725, 725, 726, 726, 726, 726, 727, 727, 727, 727, 727, 727, 727, 726, 726, 725, 725, 725, 726, 727, 727, 726, 726, 727, 727, 727, 727, 727, 727, 726, 726, 726, 727, 727, 727, 726, 726, 726, 726, 726, 726, 726, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 728, 728, 727, 727, 727, 727, 727, 726, 726;
 722, 722, 723, 723, 724, 724, 723, 723, 723, 723, 723, 724, 724, 724, 725, 725, 725, 724, 725, 725, 725, 725, 725, 725, 725, 725, 725, 725, 724, 723, 723, 724, 725, 725, 725, 724, 724, 724, 724, 725, 725, 725, 725, 726, 726, 726, 725, 725, 725, 725, 726, 726, 725, 725, 726, 726, 727, 727, 727, 727, 727, 727, 726, 726, 725, 725, 725, 725, 726, 727, 727, 727, 725, 725, 725, 725, 726, 726, 726, 727, 727, 727, 727, 727, 728, 728, 727, 726, 725, 725, 725, 725, 726, 727, 727, 726, 726, 726, 727, 727, 727, 727, 726, 726, 726, 726, 727, 727, 727, 726, 726, 726, 726, 726, 726, 726, 727, 727, 727, 726, 726, 726, 726, 726, 727, 727, 728, 728, 727, 726, 726, 727, 727, 726, 726;
 722, 722, 722, 723, 723, 723, 723, 722, 722, 723, 723, 723, 723, 724, 724, 724, 724, 724, 724, 725, 725, 725, 725, 725, 725, 725, 726, 726, 725, 724, 724, 724, 725, 725, 724, 724, 723, 724, 724, 725, 725, 725, 725, 726, 726, 726, 726, 725, 725, 725, 726, 726, 725, 724, 725, 726, 727, 727, 726, 726, 726, 726, 726, 726, 726, 725, 725, 725, 726, 726, 727, 726, 725, 725, 725, 725, 726, 726, 726, 726, 726, 726, 726, 727, 727, 727, 726, 725, 725, 725, 726, 726, 727, 727, 727, 726, 726, 726, 727, 727, 727, 727, 726, 727, 727, 727, 727, 727, 727, 726, 726, 726, 725, 726, 726, 726, 726, 727, 727, 726, 726, 726, 726, 726, 727, 727, 728, 727, 727, 726, 726, 726, 726, 726, 726;
 723, 723, 723, 723, 723, 723, 722, 722, 722, 723, 723, 723, 723, 723, 724, 724, 723, 723, 723, 724, 725, 725, 726, 726, 725, 725, 726, 726, 725, 725, 725, 725, 725, 725, 724, 723, 723, 723, 724, 724, 725, 725, 725, 726, 726, 726, 726, 725, 725, 725, 725, 725, 725, 724, 725, 726, 727, 727, 726, 726, 726, 726, 726, 727, 727, 726, 726, 726, 726, 726, 726, 726, 725, 725, 725, 726, 726, 726, 726, 725, 725, 725, 725, 726, 726, 726, 726, 725, 725, 726, 726, 726, 727, 727, 726, 726, 726, 727, 727, 727, 727, 727, 726, 726, 727, 727, 727, 727, 727, 727, 726, 726, 725, 725, 726, 726, 727, 727, 727, 726, 726, 726, 726, 726, 726, 727, 727, 727, 726, 726, 726, 726, 726, 726, 726;
 723, 723, 723, 723, 723, 723, 722, 722, 723, 723, 723, 723, 722, 723, 723, 723, 723, 723, 724, 724, 725, 726, 726, 726, 725, 725, 725, 725, 725, 725, 725, 725, 725, 724, 724, 723, 723, 723, 724, 725, 725, 725, 726, 726, 726, 726, 725, 725, 725, 725, 725, 725, 725, 725, 725, 726, 726, 726, 726, 726, 726, 726, 726, 727, 727, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 725, 725, 725, 725, 724, 724, 725, 725, 725, 726, 726, 725, 726, 726, 727, 727, 726, 726, 726, 726, 727, 727, 727, 727, 727, 727, 726, 726, 727, 727, 727, 727, 727, 727, 726, 726, 726, 726, 726, 726, 726, 727, 727, 726, 726, 725, 725, 726, 726, 726, 726, 726, 726, 727, 726, 726, 726, 726, 726;
 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 722, 722, 723, 724, 723, 723, 724, 725, 725, 726, 726, 726, 725, 724, 724, 725, 725, 725, 725, 726, 725, 725, 724, 724, 724, 724, 725, 725, 725, 725, 726, 726, 727, 726, 725, 724, 724, 724, 724, 725, 725, 726, 726, 726, 725, 726, 726, 726, 726, 725, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 725, 725, 724, 724, 725, 725, 725, 725, 725, 726, 726, 725, 726, 726, 727, 727, 726, 726, 726, 727, 727, 727, 727, 727, 727, 727, 727, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 725, 725, 725, 725, 726, 726, 726, 726, 726, 727, 726, 726, 726, 726, 726;
 723, 724, 724, 724, 723, 723, 723, 723, 723, 723, 723, 723, 722, 722, 723, 724, 724, 724, 724, 725, 725, 725, 725, 724, 724, 724, 724, 724, 725, 725, 725, 726, 726, 725, 725, 725, 725, 725, 725, 725, 725, 726, 726, 727, 727, 727, 726, 725, 724, 724, 724, 725, 726, 726, 726, 725, 725, 725, 725, 726, 726, 725, 725, 726, 725, 725, 725, 727, 727, 726, 726, 726, 726, 726, 726, 726, 725, 725, 725, 725, 725, 725, 725, 725, 725, 725, 725, 725, 725, 726, 727, 727, 726, 726, 726, 727, 728, 727, 727, 727, 727, 727, 727, 727, 726, 726, 726, 726, 726, 726, 726, 726, 727, 727, 726, 725, 725, 726, 726, 725, 724, 724, 725, 725, 725, 725, 726, 726, 727, 727, 726, 725, 726, 727, 727;
 723, 724, 724, 724, 724, 723, 723, 723, 722, 722, 723, 723, 722, 722, 723, 723, 723, 724, 724, 725, 725, 724, 724, 724, 723, 723, 724, 724, 724, 725, 725, 725, 725, 725, 725, 726, 726, 726, 725, 725, 725, 725, 726, 726, 727, 727, 726, 725, 724, 724, 724, 725, 726, 726, 726, 725, 724, 724, 725, 725, 725, 725, 725, 725, 725, 725, 725, 726, 727, 726, 725, 725, 726, 726, 726, 726, 726, 726, 726, 725, 725, 726, 726, 725, 725, 725, 725, 725, 725, 726, 726, 726, 725, 726, 727, 728, 728, 727, 726, 726, 727, 727, 727, 726, 726, 726, 726, 726, 725, 726, 726, 726, 726, 727, 726, 725, 725, 725, 725, 725, 724, 724, 724, 725, 725, 725, 726, 726, 726, 727, 726, 725, 726, 727, 728;
 722, 723, 723, 723, 723, 723, 723, 723, 723, 722, 722, 722, 722, 722, 723, 723, 723, 723, 724, 724, 724, 724, 724, 724, 723, 723, 723, 724, 724, 724, 725, 725, 725, 725, 725, 726, 726, 726, 726, 725, 725, 725, 726, 726, 726, 726, 726, 726, 725, 724, 725, 726, 726, 726, 726, 725, 725, 725, 725, 725, 725, 724, 724, 724, 725, 725, 725, 726, 726, 725, 725, 725, 725, 725, 726, 726, 726, 726, 726, 725, 726, 726, 726, 725, 725, 725, 725, 725, 725, 725, 725, 725, 725, 725, 726, 727, 727, 726, 726, 726, 727, 726, 726, 726, 726, 726, 726, 725, 725, 725, 726, 726, 726, 726, 726, 725, 725, 725, 725, 725, 724, 724, 725, 725, 725, 726, 726, 726, 726, 726, 726, 726, 726, 727, 728;
 722, 722, 722, 722, 723, 723, 723, 724, 723, 722, 722, 722, 722, 723, 723, 723, 723, 723, 724, 724, 725, 725, 724, 724, 723, 723, 723, 723, 724, 724, 725, 725, 724, 724, 725, 726, 726, 725, 725, 725, 725, 725, 725, 725, 725, 725, 726, 726, 725, 725, 725, 726, 726, 726, 726, 726, 726, 726, 726, 726, 725, 724, 724, 724, 725, 725, 725, 725, 725, 725, 725, 724, 724, 725, 725, 725, 726, 726, 726, 726, 726, 725, 725, 725, 725, 726, 725, 725, 725, 725, 725, 725, 724, 724, 725, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 725, 724, 725, 725, 725, 725, 726, 726, 725, 725, 725, 725, 724, 724, 725, 725, 725, 726, 726, 726, 726, 726, 726, 726, 726, 726, 727, 728;
 721, 722, 722, 722, 722, 723, 723, 723, 723, 722, 722, 722, 723, 724, 724, 724, 723, 724, 724, 725, 725, 725, 725, 724, 724, 723, 723, 723, 723, 724, 724, 725, 724, 724, 725, 725, 725, 724, 724, 724, 725, 726, 726, 725, 725, 725, 726, 726, 726, 726, 726, 726, 726, 725, 726, 726, 726, 726, 725, 726, 725, 724, 724, 724, 725, 725, 725, 724, 725, 725, 725, 724, 724, 724, 725, 725, 725, 725, 725, 726, 726, 725, 725, 725, 725, 726, 726, 725, 725, 725, 725, 724, 724, 724, 724, 725, 725, 725, 725, 726, 726, 726, 726, 726, 726, 726, 725, 725, 725, 725, 725, 724, 725, 725, 725, 725, 725, 725, 724, 724, 724, 725, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 727;
 722, 722, 722, 722, 722, 722, 723, 723, 723, 723, 722, 722, 723, 724, 724, 724, 724, 724, 725, 725, 725, 725, 725, 724, 724, 724, 724, 724, 724, 724, 724, 725, 724, 724, 724, 724, 724, 723, 723, 724, 725, 726, 726, 725, 725, 725, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 725, 725, 725, 724, 724, 724, 725, 725, 725, 724, 724, 724, 725, 724, 724, 723, 724, 724, 725, 724, 724, 725, 726, 726, 725, 725, 725, 725, 726, 726, 725, 725, 724, 724, 724, 723, 724, 724, 725, 725, 725, 725, 726, 726, 726, 726, 725, 725, 725, 725, 725, 725, 725, 724, 724, 724, 724, 724, 725, 725, 725, 724, 724, 724, 725, 726, 726, 726, 726, 726, 726, 726, 726, 726, 726, 725, 725, 726;
 722, 723, 723, 723, 722, 722, 723, 723, 723, 723, 723, 722, 722, 723, 724, 724, 724, 724, 725, 725, 725, 724, 724, 724, 724, 724, 724, 724, 724, 724, 724, 725, 724, 724, 723, 723, 723, 723, 724, 725, 726, 726, 726, 725, 725, 725, 726, 726, 726, 725, 725, 726, 726, 727, 727, 726, 725, 724, 724, 724, 724, 724, 724, 725, 725, 724, 724, 724, 724, 724, 724, 724, 723, 724, 725, 725, 724, 724, 724, 725, 726, 725, 725, 725, 725, 725, 725, 725, 725, 725, 724, 724, 724, 724, 725, 725, 725, 725, 725, 726, 726, 726, 726, 725, 725, 725, 725, 725, 725, 725, 724, 724, 724, 725, 724, 724, 724, 724, 724, 724, 725, 725, 726, 726, 725, 725, 726, 726, 727, 726, 726, 726, 725, 725, 725;
 723, 723, 723, 723, 722, 722, 723, 723, 723, 723, 722, 722, 722, 722, 723, 723, 723, 724, 725, 725, 724, 723, 723, 723, 723, 724, 724, 724, 724, 724, 724, 724, 724, 724, 723, 723, 722, 723, 724, 725, 726, 726, 726, 725, 725, 725, 726, 725, 725, 724, 724, 725, 726, 727, 727, 725, 724, 724, 724, 724, 724, 724, 725, 725, 724, 724, 724, 724, 725, 725, 724, 724, 724, 724, 724, 724, 724, 723, 724, 725, 726, 726, 726, 725, 725, 725, 724, 724, 724, 725, 725, 725, 725, 725, 726, 726, 725, 725, 725, 725, 725, 725, 726, 726, 725, 724, 724, 725, 725, 725, 724, 724, 725, 725, 725, 724, 724, 724, 724, 725, 725, 726, 726, 726, 725, 725, 726, 727, 727, 727, 727, 727, 726, 725, 725;
 724, 724, 723, 723, 722, 722, 723, 723, 723, 722, 722, 722, 722, 722, 722, 722, 723, 723, 724, 724, 723, 722, 723, 723, 723, 723, 723, 723, 723, 724, 724, 724, 725, 724, 724, 723, 722, 723, 724, 725, 725, 725, 725, 725, 725, 725, 725, 724, 724, 724, 723, 724, 725, 726, 726, 724, 723, 723, 724, 724, 724, 724, 725, 725, 724, 724, 724, 725, 726, 725, 725, 724, 724, 724, 724, 724, 723, 723, 723, 724, 725, 726, 726, 726, 726, 725, 724, 724, 724, 725, 725, 725, 725, 725, 725, 726, 725, 725, 724, 724, 724, 725, 726, 725, 725, 724, 723, 724, 725, 725, 725, 725, 725, 725, 725, 725, 725, 725, 725, 725, 725, 726, 726, 726, 726, 726, 727, 727, 728, 728, 728, 728, 727, 726, 726;
 724, 723, 723, 722, 722, 723, 723, 723, 722, 722, 723, 723, 722, 722, 722, 722, 722, 723, 723, 723, 722, 722, 722, 723, 723, 722, 722, 723, 723, 724, 724, 724, 725, 725, 724, 723, 723, 724, 724, 724, 724, 723, 724, 724, 725, 724, 724, 724, 724, 723, 723, 723, 724, 725, 725, 724, 723, 723, 724, 724, 724, 724, 724, 724, 724, 724, 725, 726, 726, 725, 725, 725, 724, 724, 723, 723, 723, 723, 724, 724, 725, 726, 726, 726, 726, 725, 724, 723, 723, 724, 724, 724, 724, 724, 725, 725, 725, 724, 724, 724, 724, 725, 725, 725, 724, 723, 723, 724, 725, 725, 725, 725, 725, 725, 725, 725, 725, 726, 725, 725, 726, 726, 726, 726, 726, 727, 727, 728, 728, 727, 727, 728, 727, 726, 726;
 723, 723, 723, 722, 722, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 723, 724, 724, 724, 723, 723, 723, 723, 723, 723, 723, 723, 724, 724, 724, 724, 725, 725, 725, 724, 723, 724, 724, 724, 724, 723, 724, 725, 725, 725, 725, 725, 724, 724, 724, 724, 724, 725, 725, 724, 724, 724, 724, 725, 725, 725, 725, 725, 725, 725, 725, 726, 726, 726, 725, 725, 725, 724, 723, 723, 723, 724, 724, 725, 725, 726, 726, 725, 726, 725, 725, 724, 724, 724, 724, 724, 724, 724, 724, 724, 724, 724, 724, 724, 725, 725, 725, 725, 724, 724, 724, 724, 725, 725, 725, 726, 725, 725, 725, 725, 726, 726, 726, 726, 726, 725, 726, 726, 726, 727, 727, 728, 728, 727, 727, 727, 727, 727, 726;
 723, 723, 723, 723, 723, 723, 723, 724, 723, 723, 724, 725, 725, 725, 725, 726, 727, 728, 728, 728, 727, 727, 727, 727, 726, 726, 726, 726, 726, 726, 726, 726, 726, 727, 727, 727, 726, 726, 726, 726, 726, 726, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 726, 726, 726, 727, 728, 728, 728, 728, 728, 727, 728, 728, 728, 728, 727, 727, 726, 726, 725, 726, 726, 726, 726, 727, 727, 727, 727, 727, 728, 728, 727, 726, 726, 726, 727, 727, 727, 726, 726, 726, 726, 726, 727, 727, 727, 727, 728, 727, 727, 727, 727, 726, 726, 727, 727, 727, 727, 727, 726, 726, 727, 727, 727, 727, 726, 726, 725, 726, 727, 727, 727, 728, 728, 727, 727, 727, 727, 727, 727;
 723, 724, 723, 723, 722, 723, 723, 724, 724, 724, 726, 728, 729, 729, 730, 731, 732, 732, 733, 732, 732, 733, 733, 732, 732, 731, 731, 731, 731, 731, 730, 730, 731, 731, 732, 732, 731, 730, 730, 731, 731, 732, 733, 733, 733, 732, 731, 731, 732, 732, 732, 732, 731, 731, 731, 731, 731, 731, 731, 732, 733, 733, 733, 732, 732, 732, 732, 732, 732, 732, 731, 730, 730, 729, 730, 730, 730, 731, 731, 731, 731, 731, 731, 732, 732, 732, 732, 731, 731, 731, 732, 731, 731, 731, 731, 730, 730, 731, 731, 731, 731, 732, 733, 733, 733, 732, 732, 731, 730, 730, 730, 730, 729, 729, 730, 730, 730, 730, 730, 728, 727, 726, 726, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727, 727;
